3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,2,0,0,0,9.9993e-01,1.8857e-06,2.4784e-05,1.9129e-06,9.1281e-06,1.6690e-05,3.2543e-06,1.6223e-05
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,4,0,0,0,9.9966e-01,2.6456e-04,3.5939e-05,3.1986e-07,5.7688e-06,6.3002e-06,1.8546e-05,4.2492e-06
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6,0,0,0,0,2.8941e-03,2.7369e-05,1.0291e-05,2.2652e-05,7.0114e-05,1.0841e-05,9.9694e-01,2.5510e-05
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1,1,0,0,0,0,9.9458e-01,8.3322e-05,4.3770e-03,6.6590e-05,1.5495e-04,2.6871e-04,9.1894e-05,3.7399e-04
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,5,0,0,0,9.9732e-01,2.3322e-03,2.4083e-04,4.2304e-06,1.7419e-05,2.3417e-05,1.5776e-05,4.4313e-05
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,2,1,0,0,0,9.8432e-01,2.2443e-03,4.6973e-03,1.2417e-03,5.1179e-04,2.9617e-03,9.0944e-04,3.1178e-03
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,2,1,0,0,0,9.9975e-01,7.0412e-05,2.6675e-05,1.7172e-05,2.6678e-05,4.0986e-05,4.7495e-05,1.7410e-05
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,2.8873e-02,6.5323e-04,2.1720e-05,5.5396e-03,7.9384e-03,1.0042e-04,9.5660e-01,2.7220e-04
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,1.0874e-02,2.8785e-04,2.7789e-05,5.8403e-05,9.8498e-01,3.5672e-03,7.0296e-05,1.3047e-04
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,0,0,0,0,9.2324e-01,3.1193e-05,4.9836e-04,8.4061e-05,1.9045e-02,1.0126e-03,5.5931e-02,1.5372e-04
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,9.9460e-01,3.5840e-06,3.8616e-05,1.0220e-05,5.2651e-03,4.3714e-05,1.9412e-05,1.8047e-05
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7,0,0,0,0,7.3451e-01,1.9892e-02,3.3014e-03,3.2542e-04,5.8860e-04,9.0756e-04,2.3998e-01,4.8842e-04
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,9.9908e-01,1.6749e-05,1.7162e-04,1.2471e-05,4.3482e-04,5.3164e-05,1.4127e-04,8.6087e-05
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,9.5031e-01,8.4745e-04,9.6688e-05,1.8010e-05,4.8456e-02,5.5053e-05,1.3267e-04,8.6522e-05
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,2.2068e-01,4.4300e-02,2.1297e-04,1.0647e-04,7.3141e-01,1.1346e-03,4.1829e-04,1.7356e-03
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,9.9926e-01,1.7024e-06,1.6536e-05,3.3355e-07,6.9559e-04,7.8136e-06,1.3124e-05,4.1228e-06
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,2,0,0,0,0,9.9995e-01,3.3510e-06,1.4603e-06,1.3514e-06,3.6251e-05,1.5003e-06,2.5506e-06,2.9848e-06
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,2,9.4557e-01,6.1309e-05,1.2211e-04,1.3137e-03,9.0255e-04,1.0294e-03,5.0922e-02,7.7738e-05
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,1,0,0,9.4395e-01,4.2149e-04,1.5302e-04,2.2662e-02,3.1030e-02,1.0556e-03,3.2498e-04,4.0065e-04
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,7.4775e-05,3.9925e-05,7.6492e-06,2.7972e-05,1.0355e-05,5.8091e-06,9.9983e-01,7.7681e-06
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,1,9.0910e-01,2.7487e-04,3.1831e-04,8.5239e-03,6.3441e-03,1.5140e-03,7.3604e-02,3.2038e-04
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,9.9991e-01,6.2747e-06,2.8948e-05,2.4219e-05,6.0481e-06,4.9874e-06,1.6828e-05,5.5699e-06
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,1,8.7605e-01,2.0835e-04,1.8551e-04,6.6515e-03,2.4717e-03,1.3942e-03,1.1286e-01,1.7462e-04
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,9.9716e-01,2.8709e-05,3.1552e-05,6.1201e-05,1.0725e-03,1.4515e-03,3.1768e-05,1.5845e-04
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,9.9769e-01,3.2135e-05,1.0326e-05,5.6781e-05,1.9542e-03,1.4750e-04,4.9801e-05,5.7035e-05
